Entity,Code,Day,total_vaccinations
Albania,ALB,2021-04-22,382998
Albania,ALB,2021-04-23,391351
Albania,ALB,2021-04-24,400064
Albania,ALB,2021-04-26,408619
Albania,ALB,2021-04-27,416855
Albania,ALB,2021-04-28,433628
Albania,ALB,2021-04-29,453248
Albania,ALB,2021-04-30,476903
Albania,ALB,2021-05-01,494028
Albania,ALB,2021-05-03,517501
Albania,ALB,2021-05-04,537387
Albania,ALB,2021-05-05,556584
Albania,ALB,2021-05-06,572226
Albania,ALB,2021-05-07,585693
Albania,ALB,2021-05-08,596766
Albania,ALB,2021-05-09,600000
Albania,ALB,2021-05-10,612959
Albania,ALB,2021-05-11,622507
Albania,ALB,2021-05-12,632676
Albania,ALB,2021-05-13,638338
Albania,ALB,2021-05-14,653330
Albania,ALB,2021-05-17,680083
Albania,ALB,2021-05-18,688947
Albania,ALB,2021-05-19,697811
Albania,ALB,2021-05-20,703743
Albania,ALB,2021-05-21,708846
Albania,ALB,2021-05-23,716616
Albania,ALB,2021-05-24,725135
Albania,ALB,2021-05-26,748986
Albania,ALB,2021-05-27,759043
Albania,ALB,2021-05-30,772204
Albania,ALB,2021-05-31,776461
Albania,ALB,2021-06-01,780342
Albania,ALB,2021-06-03,787321
Albania,ALB,2021-06-06,798624
Albania,ALB,2021-06-07,803682
Albania,ALB,2021-06-08,809992
Albania,ALB,2021-06-09,816556
Albania,ALB,2021-06-10,823053
Albania,ALB,2021-06-11,830281
Albania,ALB,2021-06-12,834868
Albania,ALB,2021-06-13,836430
Albania,ALB,2021-06-14,842535
Albania,ALB,2021-06-15,848430
Albania,ALB,2021-06-16,854227
Albania,ALB,2021-06-17,862628
Albania,ALB,2021-06-20,880912
Albania,ALB,2021-06-21,890052
Albania,ALB,2021-06-22,901429
Albania,ALB,2021-06-23,912874
Albania,ALB,2021-06-24,922886
Albania,ALB,2021-06-28,943439
Albania,ALB,2021-06-29,955498
Albania,ALB,2021-06-30,968034
Albania,ALB,2021-07-01,974486
Albania,ALB,2021-07-02,981499
Albania,ALB,2021-07-04,988550
Albania,ALB,2021-07-05,994081
Albania,ALB,2021-07-06,1000063
Albania,ALB,2021-07-07,1005663
Albania,ALB,2021-07-08,1011297
Albania,ALB,2021-07-09,1016554
Albania,ALB,2021-07-10,1021408
Albania,ALB,2021-07-11,1022802
Albania,ALB,2021-07-12,1029234
Albania,ALB,2021-07-13,1035667
Albania,ALB,2021-07-14,1043499
Albania,ALB,2021-07-15,1052108
Albania,ALB,2021-07-16,1060042
Albania,ALB,2021-07-17,1067135
Albania,ALB,2021-07-18,1069365
Albania,ALB,2021-07-20,1082424
Albania,ALB,2021-07-21,1095453
Albania,ALB,2021-07-22,1109785
Albania,ALB,2021-07-25,1138771
Albania,ALB,2021-07-29,1179769
Albania,ALB,2021-07-30,1190847
Albania,ALB,2021-07-31,1198933
Albania,ALB,2021-08-01,1203087
Albania,ALB,2021-08-02,1212761
Albania,ALB,2021-08-03,1221640
Albania,ALB,2021-08-04,1229405
Albania,ALB,2021-08-05,1238036
Albania,ALB,2021-08-08,1259952
Albania,ALB,2021-08-10,1280239
Albania,ALB,2021-08-13,1309995
Albania,ALB,2021-08-15,1321198
Albania,ALB,2021-08-16,1330754
Albania,ALB,2021-08-17,1340339
Albania,ALB,2021-08-19,1358228
Albania,ALB,2021-08-21,1373349
Albania,ALB,2021-08-22,1376763
Albania,ALB,2021-08-23,1386713
Albania,ALB,2021-08-24,1396390
Albania,ALB,2021-08-25,1405653
Albania,ALB,2021-08-26,1415907
Albania,ALB,2021-08-27,1427977
Albania,ALB,2021-08-29,1444764
Albania,ALB,2021-08-30,1458048
Albania,ALB,2021-08-31,1472316
Albania,ALB,2021-09-01,1485250
Albania,ALB,2021-09-02,1499898
Albania,ALB,2021-09-06,1539232
Albania,ALB,2021-09-07,1553626
Albania,ALB,2021-09-08,1567313
Albania,ALB,2021-09-09,1579402
Albania,ALB,2021-09-10,1589575
Albania,ALB,2021-09-11,1598196
Albania,ALB,2021-09-12,1601552
Albania,ALB,2021-09-13,1610157
Albania,ALB,2021-09-14,1618111
Albania,ALB,2021-09-15,1625636
Albania,ALB,2021-09-16,1632986
Albania,ALB,2021-09-17,1640239
Albania,ALB,2021-09-19,1649884
Albania,ALB,2021-09-20,1657595
Albania,ALB,2021-09-21,1665590
Albania,ALB,2021-09-22,1674093
Albania,ALB,2021-09-23,1683644
Albania,ALB,2021-09-24,1693555
Albania,ALB,2021-09-27,1715133
Albania,ALB,2021-09-28,1723996
Albania,ALB,2021-09-29,1732549
Albania,ALB,2021-09-30,1741373
Albania,ALB,2021-10-01,1749106
Albania,ALB,2021-10-02,1756040
Albania,ALB,2021-10-04,1764714
Albania,ALB,2021-10-05,1771542
Albania,ALB,2021-10-06,1778093
Albania,ALB,2021-10-07,1783984
Albania,ALB,2021-10-08,1789592
Albania,ALB,2021-10-09,1795351
Albania,ALB,2021-10-11,1803799
Albania,ALB,2021-10-12,1810433
Albania,ALB,2021-10-13,1816580
Albania,ALB,2021-10-17,1836856
Albania,ALB,2021-10-18,1842661
Albania,ALB,2021-10-19,1848634
Albania,ALB,2021-10-20,1854615
Albania,ALB,2021-10-21,1860335
Albania,ALB,2021-10-22,1865942
Albania,ALB,2021-10-24,1873903
Albania,ALB,2021-10-25,1879391
Albania,ALB,2021-10-27,1891041
Albania,ALB,2021-10-28,1896652
Albania,ALB,2021-10-29,1901824
Albania,ALB,2021-11-01,1909861
Albania,ALB,2021-11-03,1926604
Albania,ALB,2021-11-06,1944676
Albania,ALB,2021-11-07,1947148
Albania,ALB,2021-11-09,1963359
Albania,ALB,2021-11-10,1971973
Albania,ALB,2021-11-11,1980231
Albania,ALB,2021-11-14,2000104
Albania,ALB,2021-11-16,2016954
Albania,ALB,2021-11-17,2025561
Albania,ALB,2021-11-18,2033766
Albania,ALB,2021-11-21,2050342
Albania,ALB,2021-11-24,2074670
Albania,ALB,2021-11-25,2081782
Albania,ALB,2021-11-28,2096897
Albania,ALB,2021-11-30,2101039
Albania,ALB,2021-12-01,2111797
Albania,ALB,2021-12-03,2130714
Albania,ALB,2021-12-05,2141863
Albania,ALB,2021-12-06,2151065
Albania,ALB,2021-12-07,2161198
Albania,ALB,2021-12-08,2166207
Albania,ALB,2021-12-12,2196145
Albania,ALB,2021-12-13,2206089
Albania,ALB,2021-12-14,2216402
Albania,ALB,2021-12-15,2226267
Albania,ALB,2021-12-18,2251010
Albania,ALB,2021-12-21,2270522
Albania,ALB,2021-12-23,2286235
Albania,ALB,2021-12-28,2316606
Albania,ALB,2022-01-04,2356290
Albania,ALB,2022-01-05,2367574
Albania,ALB,2022-01-08,2398207
Albania,ALB,2022-01-10,2410728
Albania,ALB,2022-01-11,2419734
Albania,ALB,2022-01-30,2523683
Albania,ALB,2022-02-01,2612804
Albania,ALB,2022-02-06,2634377
Albania,ALB,2022-02-07,2639523
Albania,ALB,2022-02-13,2661838
Albania,ALB,2022-02-14,2665804
Albania,ALB,2022-02-15,2669695
Albania,ALB,2022-02-16,2673183
Albania,ALB,2022-02-20,2683715
Albania,ALB,2022-02-27,2702638
Albania,ALB,2022-03-01,2708574
Albania,ALB,2022-03-07,2723146
Albania,ALB,2022-03-10,2729969
Albania,ALB,2022-03-14,2735318
Albania,ALB,2022-03-15,2737859
Albania,ALB,2022-03-24,2754244
Albania,ALB,2022-03-29,2762715
Albania,ALB,2022-03-31,2766890
Albania,ALB,2022-04-04,2773475
Albania,ALB,2022-04-07,2780674
Albania,ALB,2022-04-11,2787225
Albania,ALB,2022-04-14,2793310
Albania,ALB,2022-04-20,2801345
Albania,ALB,2022-05-01,2825500
Albania,ALB,2022-05-15,2840948
Albania,ALB,2022-05-22,2866387
Albania,ALB,2022-05-29,2873654
Albania,ALB,2022-06-05,2883079
Albania,ALB,2022-06-19,2898881
Albania,ALB,2022-06-26,2906126
Albania,ALB,2022-07-10,2919443
Albania,ALB,2022-07-24,2934116
Albania,ALB,2022-07-31,2940709
Albania,ALB,2022-08-21,2956198
Albania,ALB,2022-09-04,2966256
Albania,ALB,2022-09-18,2974247
Albania,ALB,2022-09-25,2978248
Albania,ALB,2022-10-16,2991576
Albania,ALB,2022-10-23,2996383
Albania,ALB,2022-11-13,3011499
Albania,ALB,2022-11-27,3017443
Algeria,DZA,2021-01-29,0
Algeria,DZA,2021-01-30,30
Algeria,DZA,2021-02-19,75000
Algeria,DZA,2021-08-20,4146091
Algeria,DZA,2021-09-04,8000000
Algeria,DZA,2021-09-12,9989662
Algeria,DZA,2021-09-25,10049978
Algeria,DZA,2021-10-24,11080739
Algeria,DZA,2021-10-27,11148720
Algeria,DZA,2021-10-30,11179354
Algeria,DZA,2021-11-02,11271319
Algeria,DZA,2021-11-08,11316115
Algeria,DZA,2021-11-13,11376816
Algeria,DZA,2021-11-21,12008974
Algeria,DZA,2021-11-22,12032500
Algeria,DZA,2021-11-25,12076870
Algeria,DZA,2021-11-29,12145830
Algeria,DZA,2021-11-30,12293060
Algeria,DZA,2021-12-14,12437324
Algeria,DZA,2021-12-21,12545356
Algeria,DZA,2022-01-09,12974545
Algeria,DZA,2022-02-08,13461201
Algeria,DZA,2022-02-20,13631683
Algeria,DZA,2022-03-09,13704895
Algeria,DZA,2022-04-24,13772044
Algeria,DZA,2022-05-01,15205854
Algeria,DZA,2022-05-29,15205854
Algeria,DZA,2022-09-04,15267442
Andorra,AND,2021-01-25,576
Andorra,AND,2021-02-01,1036
Andorra,AND,2021-02-10,1291
Andorra,AND,2021-02-12,1622
Andorra,AND,2021-02-19,2141
Andorra,AND,2021-02-24,2390
Andorra,AND,2021-02-26,2526
Andorra,AND,2021-03-08,3611
Andorra,AND,2021-03-10,4914
Andorra,AND,2021-03-15,8363
Andorra,AND,2021-03-19,9288
Andorra,AND,2021-04-04,12440
Andorra,AND,2021-04-05,15269
Andorra,AND,2021-04-11,17091
Andorra,AND,2021-04-12,19064
Andorra,AND,2021-04-19,26414
Andorra,AND,2021-04-26,28503
Andorra,AND,2021-05-03,28881
Andorra,AND,2021-05-10,31633
Andorra,AND,2021-05-17,32317
Andorra,AND,2021-05-31,35916
Andorra,AND,2021-06-07,41473
Andorra,AND,2021-06-14,51107
Andorra,AND,2021-06-21,63265
Andorra,AND,2021-06-28,68329
Andorra,AND,2021-07-12,70018
Andorra,AND,2021-07-19,82349
Andorra,AND,2021-08-01,86320
Andorra,AND,2021-08-15,91660
Andorra,AND,2021-08-29,95918
Andorra,AND,2021-09-26,102032
Andorra,AND,2021-10-03,102692
Andorra,AND,2021-10-31,104534
Andorra,AND,2021-12-05,106428
Andorra,AND,2021-12-12,115709
Andorra,AND,2021-12-26,117246
Andorra,AND,2022-01-16,135421
Andorra,AND,2022-01-23,140193
Andorra,AND,2022-02-06,141962
Andorra,AND,2022-02-13,142420
Andorra,AND,2022-02-20,151284
Andorra,AND,2022-03-13,151997
Andorra,AND,2022-03-27,152187
Andorra,AND,2022-04-10,152301
Andorra,AND,2022-04-24,152463
Andorra,AND,2022-05-01,152694
Andorra,AND,2022-05-22,152991
Andorra,AND,2022-05-29,153072
Andorra,AND,2022-06-12,153177
Andorra,AND,2022-06-26,153383
Andorra,AND,2022-07-03,153447
Andorra,AND,2022-07-10,153531
Andorra,AND,2022-08-21,154077
Andorra,AND,2022-09-04,154195
Andorra,AND,2022-09-11,154216
Andorra,AND,2022-10-16,154320
Andorra,AND,2022-11-13,154367
Angola,AGO,2021-03-01,0
Angola,AGO,2021-03-08,6169
Angola,AGO,2021-03-18,49000
Angola,AGO,2021-03-24,87022
Angola,AGO,2021-03-29,130750
Angola,AGO,2021-04-06,181578
Angola,AGO,2021-04-11,245442
Angola,AGO,2021-04-19,395447
Angola,AGO,2021-04-23,456349
Angola,AGO,2021-05-12,626572
Angola,AGO,2021-05-18,681502
Angola,AGO,2021-05-21,757535
Angola,AGO,2021-05-26,859979
Angola,AGO,2021-05-31,909215
Angola,AGO,2021-06-08,1115919
Angola,AGO,2021-06-10,1222630
Angola,AGO,2021-06-15,1314375
Angola,AGO,2021-06-20,1380174
Angola,AGO,2021-06-24,1432699
Angola,AGO,2021-06-28,1488292
Angola,AGO,2021-07-05,1513460
Angola,AGO,2021-07-12,1558201
Angola,AGO,2021-07-19,1592537
Angola,AGO,2021-08-03,1680059
Angola,AGO,2021-08-09,1695588
Angola,AGO,2021-08-16,1727488
Angola,AGO,2021-08-20,1754073
Angola,AGO,2021-08-25,1841568
Angola,AGO,2021-09-01,2086325
Angola,AGO,2021-09-11,2469333
Angola,AGO,2021-09-19,2820134
Angola,AGO,2021-09-26,3134137
Angola,AGO,2021-10-08,4074677
Angola,AGO,2021-10-14,4448653
Angola,AGO,2021-10-18,5224697
Angola,AGO,2021-10-20,5661085
Angola,AGO,2021-10-24,5940208
Angola,AGO,2021-10-26,6164219
Angola,AGO,2021-11-02,6647925
Angola,AGO,2021-11-07,7246966
Angola,AGO,2021-11-11,7806481
Angola,AGO,2021-11-18,8231981
Angola,AGO,2021-11-21,8798259
Angola,AGO,2021-11-24,9026310
Angola,AGO,2021-12-02,9847459
Angola,AGO,2021-12-06,10018061
Angola,AGO,2021-12-09,10319552
Angola,AGO,2021-12-15,10805281
Angola,AGO,2021-12-23,11164918
Angola,AGO,2021-12-30,11615144
Angola,AGO,2022-01-06,11797041
Angola,AGO,2022-01-08,12099891
Angola,AGO,2022-01-12,12377226
Angola,AGO,2022-01-14,12690132
Angola,AGO,2022-01-23,13944656
Angola,AGO,2022-01-28,14588435
Angola,AGO,2022-02-02,15039557
Angola,AGO,2022-02-09,15505389
Angola,AGO,2022-02-15,15902065
Angola,AGO,2022-02-22,16259606
Angola,AGO,2022-03-02,16633167
Angola,AGO,2022-03-08,16850195
Angola,AGO,2022-03-17,17262044
Angola,AGO,2022-03-25,17535411
Angola,AGO,2022-04-26,17896626
Angola,AGO,2022-05-22,18431807
Angola,AGO,2022-05-29,18956333
Angola,AGO,2022-06-05,19486927
Angola,AGO,2022-06-26,20397115
Angola,AGO,2022-07-03,20701915
Angola,AGO,2022-07-17,21099865
Angola,AGO,2022-07-24,21323036
Angola,AGO,2022-08-07,21623361
Angola,AGO,2022-08-14,21991698
Angola,AGO,2022-08-21,22120543
Angola,AGO,2022-08-28,22226535
Angola,AGO,2022-09-04,22297104
Angola,AGO,2022-10-02,22624179
Angola,AGO,2022-10-09,22696229
Angola,AGO,2022-10-16,22814412
Angola,AGO,2022-10-23,22916368
Angola,AGO,2022-10-30,22990789
Angola,AGO,2022-11-13,23173235
Angola,AGO,2022-11-20,23229526
Angola,AGO,2022-11-27,23335624
Angola,AGO,2022-12-04,23468138
Anguilla,AIA,2021-02-04,0
Anguilla,AIA,2021-02-13,1341
Anguilla,AIA,2021-02-14,2762
Anguilla,AIA,2021-02-26,3929
Anguilla,AIA,2021-03-09,4700
Anguilla,AIA,2021-03-13,5000
Anguilla,AIA,2021-03-19,5348
Anguilla,AIA,2021-04-12,5835
Anguilla,AIA,2021-04-22,6898
Anguilla,AIA,2021-05-17,13235
Anguilla,AIA,2021-05-28,14443
Anguilla,AIA,2021-06-04,14557
Anguilla,AIA,2021-06-11,14937
Anguilla,AIA,2021-06-18,15198
Anguilla,AIA,2021-06-25,15789
Anguilla,AIA,2021-07-02,16460
Anguilla,AIA,2021-07-09,16951
Anguilla,AIA,2021-07-16,17807
Anguilla,AIA,2021-07-23,18001
Anguilla,AIA,2021-07-30,18193
Anguilla,AIA,2021-08-06,18457
Anguilla,AIA,2021-08-20,18458
Anguilla,AIA,2021-09-03,18471
Anguilla,AIA,2021-09-10,18481
Anguilla,AIA,2021-09-17,18565
Anguilla,AIA,2021-09-24,18584
Anguilla,AIA,2021-10-01,18704
Anguilla,AIA,2021-10-15,18705
Anguilla,AIA,2021-11-05,18706
Anguilla,AIA,2021-11-12,18782
Anguilla,AIA,2021-11-19,19066
Anguilla,AIA,2021-11-29,19730
Anguilla,AIA,2021-12-01,19914
Anguilla,AIA,2021-12-08,20284
Anguilla,AIA,2022-01-14,21046
Anguilla,AIA,2022-01-21,21256
Anguilla,AIA,2022-01-28,21449
Anguilla,AIA,2022-02-02,21612
Anguilla,AIA,2022-02-09,21783
Anguilla,AIA,2022-02-11,21783
Anguilla,AIA,2022-02-16,21994
Anguilla,AIA,2022-02-18,21994
Anguilla,AIA,2022-02-25,22165
Anguilla,AIA,2022-03-02,22377
Anguilla,AIA,2022-03-09,22420
Anguilla,AIA,2022-03-11,22420
Anguilla,AIA,2022-03-18,22639
Anguilla,AIA,2022-03-23,22714
Anguilla,AIA,2022-04-08,23126
Anguilla,AIA,2022-05-06,23378
Anguilla,AIA,2022-05-20,23482
Anguilla,AIA,2022-05-27,23601
Anguilla,AIA,2022-06-10,23685
Anguilla,AIA,2022-06-15,23752
Anguilla,AIA,2022-06-24,23926
Anguilla,AIA,2022-07-08,24060
Anguilla,AIA,2022-08-17,24102
Anguilla,AIA,2022-08-19,24102
Anguilla,AIA,2022-09-23,24141
Anguilla,AIA,2022-09-30,24408
Anguilla,AIA,2022-10-07,24412
Anguilla,AIA,2022-10-21,24434
Anguilla,AIA,2022-12-02,24441
Anguilla,AIA,2022-12-09,24441
Antigua and Barbuda,ATG,2021-02-16,0
Antigua and Barbuda,ATG,2021-03-15,24164
Antigua and Barbuda,ATG,2021-03-19,25677
Antigua and Barbuda,ATG,2021-03-25,26424
Antigua and Barbuda,ATG,2021-03-31,26836
Antigua and Barbuda,ATG,2021-04-03,27032
Antigua and Barbuda,ATG,2021-04-14,27592
Antigua and Barbuda,ATG,2021-04-16,28414
Antigua and Barbuda,ATG,2021-04-17,28639
Antigua and Barbuda,ATG,2021-04-22,29754
Antigua and Barbuda,ATG,2021-05-07,31085
Antigua and Barbuda,ATG,2021-05-11,31262
Antigua and Barbuda,ATG,2021-05-17,34441
Antigua and Barbuda,ATG,2021-05-21,39519
Antigua and Barbuda,ATG,2021-05-25,42009
Antigua and Barbuda,ATG,2021-05-26,44230
Antigua and Barbuda,ATG,2021-05-27,45939
Antigua and Barbuda,ATG,2021-05-29,48347
Antigua and Barbuda,ATG,2021-05-31,50329
Antigua and Barbuda,ATG,2021-06-03,51811
Antigua and Barbuda,ATG,2021-06-06,55578
Antigua and Barbuda,ATG,2021-06-07,57264
Antigua and Barbuda,ATG,2021-06-09,58074
Antigua and Barbuda,ATG,2021-06-12,58727
Antigua and Barbuda,ATG,2021-06-15,59582
Antigua and Barbuda,ATG,2021-06-17,62204
Antigua and Barbuda,ATG,2021-06-20,62809
Antigua and Barbuda,ATG,2021-06-29,63995
Antigua and Barbuda,ATG,2021-07-01,64455
Antigua and Barbuda,ATG,2021-07-04,64696
Antigua and Barbuda,ATG,2021-07-06,64823
Antigua and Barbuda,ATG,2021-07-08,65077
Antigua and Barbuda,ATG,2021-07-09,65337
Antigua and Barbuda,ATG,2021-07-13,65656
Antigua and Barbuda,ATG,2021-07-15,65757
Antigua and Barbuda,ATG,2021-07-18,66124
Antigua and Barbuda,ATG,2021-07-20,66408
Antigua and Barbuda,ATG,2021-07-21,66522
Antigua and Barbuda,ATG,2021-07-22,67847
Antigua and Barbuda,ATG,2021-07-25,68271
Antigua and Barbuda,ATG,2021-07-28,68715
Antigua and Barbuda,ATG,2021-07-29,68850
Antigua and Barbuda,ATG,2021-08-02,69290
Antigua and Barbuda,ATG,2021-08-04,69518
Antigua and Barbuda,ATG,2021-08-07,69903
Antigua and Barbuda,ATG,2021-08-10,70019
Antigua and Barbuda,ATG,2021-08-14,71065
Antigua and Barbuda,ATG,2021-08-16,71434
Antigua and Barbuda,ATG,2021-08-19,71600
Antigua and Barbuda,ATG,2021-08-22,72282
Antigua and Barbuda,ATG,2021-08-24,72902
Antigua and Barbuda,ATG,2021-08-28,73700
Antigua and Barbuda,ATG,2021-08-30,74637
Antigua and Barbuda,ATG,2021-08-31,75069
Antigua and Barbuda,ATG,2021-09-07,77997
Antigua and Barbuda,ATG,2021-09-10,79390
Antigua and Barbuda,ATG,2021-09-13,79922
Antigua and Barbuda,ATG,2021-09-17,81915
Antigua and Barbuda,ATG,2021-09-24,89252
Antigua and Barbuda,ATG,2021-09-28,93318
Antigua and Barbuda,ATG,2021-10-02,96160
Antigua and Barbuda,ATG,2021-10-04,97384
Antigua and Barbuda,ATG,2021-10-06,97831
Antigua and Barbuda,ATG,2021-10-09,98840
Antigua and Barbuda,ATG,2021-10-13,99846
Antigua and Barbuda,ATG,2021-10-16,101390
Antigua and Barbuda,ATG,2021-10-19,102834
Antigua and Barbuda,ATG,2021-10-23,104500
Antigua and Barbuda,ATG,2021-10-26,105502
Antigua and Barbuda,ATG,2021-10-30,106387
Antigua and Barbuda,ATG,2021-11-05,108001
Antigua and Barbuda,ATG,2021-11-08,111186
Antigua and Barbuda,ATG,2021-11-16,115487
Antigua and Barbuda,ATG,2021-11-21,116527
Antigua and Barbuda,ATG,2021-11-23,117072
Antigua and Barbuda,ATG,2021-11-26,117637
Antigua and Barbuda,ATG,2021-12-02,118651
Antigua and Barbuda,ATG,2021-12-05,118765
Antigua and Barbuda,ATG,2021-12-10,119809
Antigua and Barbuda,ATG,2021-12-19,120657
Antigua and Barbuda,ATG,2021-12-25,120786
Antigua and Barbuda,ATG,2021-12-29,121146
Antigua and Barbuda,ATG,2022-01-06,121415
Antigua and Barbuda,ATG,2022-01-13,122215
Antigua and Barbuda,ATG,2022-01-26,123555
Antigua and Barbuda,ATG,2022-02-05,123736
Antigua and Barbuda,ATG,2022-02-17,124455
Antigua and Barbuda,ATG,2022-02-28,124726
Antigua and Barbuda,ATG,2022-03-01,125031
Antigua and Barbuda,ATG,2022-03-14,125386
Antigua and Barbuda,ATG,2022-03-31,125605
Antigua and Barbuda,ATG,2022-05-30,125877
Antigua and Barbuda,ATG,2022-06-17,126122
Antigua and Barbuda,ATG,2022-08-06,128267
Antigua and Barbuda,ATG,2022-09-16,136512
Argentina,ARG,2020-12-29,20491
Argentina,ARG,2020-12-30,40593
Argentina,ARG,2020-12-31,43399
Argentina,ARG,2021-01-01,43527
Argentina,ARG,2021-01-02,46839
Argentina,ARG,2021-01-03,47284
Argentina,ARG,2021-01-04,57745
Argentina,ARG,2021-01-05,68474
Argentina,ARG,2021-01-06,78589
Argentina,ARG,2021-01-07,96817
Argentina,ARG,2021-01-08,124710
Argentina,ARG,2021-01-09,134919
Argentina,ARG,2021-01-10,136097
Argentina,ARG,2021-01-11,155926
Argentina,ARG,2021-01-12,175319
Argentina,ARG,2021-01-13,192094
Argentina,ARG,2021-01-14,208746
Argentina,ARG,2021-01-15,226192
Argentina,ARG,2021-01-16,232076
Argentina,ARG,2021-01-17,233138
Argentina,ARG,2021-01-18,242970
Argentina,ARG,2021-01-19,256220
Argentina,ARG,2021-01-20,275649
Argentina,ARG,2021-01-21,289770
Argentina,ARG,2021-01-22,298992
Argentina,ARG,2021-01-23,302940
Argentina,ARG,2021-01-24,303243
Argentina,ARG,2021-01-25,317460
Argentina,ARG,2021-01-26,330275
Argentina,ARG,2021-01-27,340388
Argentina,ARG,2021-01-28,356437
Argentina,ARG,2021-01-29,379942
Argentina,ARG,2021-01-30,389256
Argentina,ARG,2021-01-31,389880
Argentina,ARG,2021-02-01,409410
Argentina,ARG,2021-02-02,433289
Argentina,ARG,2021-02-03,459908
Argentina,ARG,2021-02-04,488049
Argentina,ARG,2021-02-05,521095
Argentina,ARG,2021-02-06,532023
Argentina,ARG,2021-02-07,533407
Argentina,ARG,2021-02-08,556836
Argentina,ARG,2021-02-09,577035
Argentina,ARG,2021-02-10,592664
Argentina,ARG,2021-02-11,610523
Argentina,ARG,2021-02-12,626366
Argentina,ARG,2021-02-13,629402
Argentina,ARG,2021-02-14,629554
Argentina,ARG,2021-02-15,630872
Argentina,ARG,2021-02-16,632185
Argentina,ARG,2021-02-17,656598
Argentina,ARG,2021-02-18,720431
Argentina,ARG,2021-02-19,788333
Argentina,ARG,2021-02-20,820955
Argentina,ARG,2021-02-21,841135
Argentina,ARG,2021-02-22,908716
Argentina,ARG,2021-02-23,995681
Argentina,ARG,2021-02-24,1089519
Argentina,ARG,2021-02-25,1169006
Argentina,ARG,2021-02-26,1250714
Argentina,ARG,2021-02-27,1268619
Argentina,ARG,2021-02-28,1274748
Argentina,ARG,2021-03-01,1349322
Argentina,ARG,2021-03-02,1424955
Argentina,ARG,2021-03-03,1496459
Argentina,ARG,2021-03-04,1608546
Argentina,ARG,2021-03-05,1720300
Argentina,ARG,2021-03-06,1775242
Argentina,ARG,2021-03-07,1787035
Argentina,ARG,2021-03-08,1889542
Argentina,ARG,2021-03-09,2005354
Argentina,ARG,2021-03-10,2169341
Argentina,ARG,2021-03-11,2356200
Argentina,ARG,2021-03-12,2517885
Argentina,ARG,2021-03-13,2564277
Argentina,ARG,2021-03-14,2573450
Argentina,ARG,2021-03-15,2711090
Argentina,ARG,2021-03-16,2844842
Argentina,ARG,2021-03-17,2984444
Argentina,ARG,2021-03-18,3123416
Argentina,ARG,2021-03-19,3249625
Argentina,ARG,2021-03-20,3300507
Argentina,ARG,2021-03-21,3320139
Argentina,ARG,2021-03-22,3403211
Argentina,ARG,2021-03-23,3509704
